id,answer
GRESt-AT-079,"Nein, der bloße Rechtserwerb unterliegt nicht der Grunderwerbsteuer. Gemäß § 2 Z 1 des Grunderwerbsteuergesetzes fallen Gewinnanteile auf Grund einer Beteiligung an inländischen Kapitalgesellschaften und Erwerbs- und Wirtschaftsgenossenschaften in Form von Gesellschafts- und Genossenschaftsanteilen unter die Grunderwerbsteuer. Der Rechtserwerb über ein inländisches Grundstück ohne schuldrechtliches Geschäft ist jedoch kein Gewinnanteil und fällt daher nicht unter die Grunderwerbsteuer."
GRESt-AT-080,"Nein, die Zahlung an den Dritten gehört nicht zur grunderwerbsteuerlichen Gegenleistung. Die Zahlung ist eine Abgeltung für den Verzicht auf ein eigenes Interesse am Grundstück und nicht Teil der Gegenleistung für den Erwerb des Grundstücks selbst."
GRESt-AT-081,"Nein, die Steuer kann auf Antrag nicht nicht festgesetzt werden. Die Grunderwerbsteuer entsteht bereits bei Abschluss des Kaufvertrags und ist nicht von der Rückgängigmachung des Vertrags abhängig."
VAT-INTL-001,"Eine sonstige Leistung ist eine nicht steuerbare oder steuerpflichtige Leistung, die nicht unter die Einkünfte aus Vermietung und Verpachtung oder die Einkünfte aus Kapitalvermögen fällt."
VAT-INTL-002,"Eine sonstige Leistung kann beispielsweise eine Dienstleistung, wie z.B. eine Beratung, eine Reparatur oder eine Softwareentwicklung, sein, die nicht in einer Lieferung von Waren besteht."
VAT-INTL-003,"Die Frage nach den sonstigen Leistungen gegen Entgelt, die gleichgestellt werden, ist nicht direkt in den gegebenen Texten zu finden. Allerdings wird in § 1 Abs. 1 UStG (Umsatzsteuergesetz) erwähnt, dass die Umsatzsteuer auf Lieferungen und sonstigen Leistungen von Unternehmern erhoben wird. 

In § 1 Abs. 1 UStG wird jedoch nicht explizit auf die Art der sonstigen Leistungen eingegangen. Es ist jedoch bekannt, dass die Umsatzsteuer auf eine Vielzahl von Leistungen anwendbar ist, wie z.B. auf:

- Dienstleistungen (z.B. Beratung, Consulting)
- Vermietung von Immobilien
- Verleih von Waren (z.B. Fahrzeuge, Geräte)
- Übertragung von Rechten (z.B. Lizenzen, Patente)

Es ist jedoch wichtig zu beachten, dass nicht alle Leistungen gegen Entgelt gleichgestellt werden. Es gibt bestimmte Ausnahmen und Sonderregelungen, die in anderen Paragraphen des Umsatzsteuergesetzes geregelt sind."
VAT-INTL-004,"Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für private Zwecke oder für den Bedarf des Personals gilt als sonstige Leistung, wenn Ziffer eins (Z 1) nicht gilt, d.h. wenn es sich um die Verwendung eines dem Unternehmen zugeordneten Grundstückes handelt."
VAT-INTL-005,"Die unentgeltliche Erbringung anderer sonstiger Leistungen für private Zwecke oder den Bedarf des Personals gilt als steuerbare Leistung, wenn sie in einem gesonderten Rechnungskreis geführt wird und an der juristischen Person des privaten Rechts ausschließlich Körperschaften des öffentlichen Rechts beteiligt sind."
VAT-INTL-006,"Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine Lieferung oder Leistung nicht in Geld, sondern in einer anderen Gegenleistung besteht (§ 10 Absatz 10)."
VAT-INTL-007,"Laut § 16 Abs. 1 (sinngemäß) gilt die Überlassung eines gleichartigen Gegenstandes anstelle des herzustellenden Gegenstandes als sonstige Leistung, wenn der Unternehmer die Rechnung entsprechend berichtigt."
VAT-INTL-008,Gemäß § 18 Abs. 1 Ziffer 3 Litera a EStG 1972 gilt als Entgelt für eine sonstige Leistung im Sinne eines tauschähnlichen Umsatzes der Wert der Gegenleistung.
VAT-INTL-009,"Eine Werkleistung ist eine Leistung, die bei der Ausübung einer selbstständigen Tätigkeit erbracht wird."
VAT-INTL-010,"Ja, eine sonstige Leistung kann auch ohne aktives Tun des Unternehmers vorliegen. Dies ergibt sich aus dem Wortlaut des Gesetzes, der von ""Lieferung oder sonstige Leistung"" spricht, ohne dass dies auf ein aktives Tun des Unternehmers beschränkt ist."
VAT-INTL-011,"Laut § 1 Abs. 13 UStG (Umsatzsteuergesetz) grenzt man Lieferungen von sonstigen Leistungen durch die Berichtigung der Rechnung ab. Wenn der Unternehmer das Entgelt mindert, muss er die Rechnung berichtigen, es sei denn, er hat die Berichtigung gegenüber dem Abnehmer der Lieferung oder dem Empfänger der sonstigen Leistung entsprechend vorgenommen."
VAT-INTL-012,"Eine unentgeltliche sonstige Leistung gilt als entgeltlich, wenn das Entgelt nachträglich vereinnahmt wird."
VAT-INTL-013,"Ja, ein tauschähnlicher Umsatz liegt vor, wenn eine Leistung nicht in Geld vergütet wird. Dies ergibt sich aus Absatz 10, der einen Tausch als eine Leistung definiert, bei der das Entgelt nicht in Geld, sondern in einer anderen Form vergütet wird."
VAT-INTL-014,"Gemäß § 4 Abs. 3 Umsatzsteuergesetz 1994 (UStG 1994) liegt ein Umsatz vor, wenn eine Leistung gegen Entgelt erbracht wird. 

In diesem Fall liegt ein Umsatz vor, da der Grafikdesigner eine Leistung (Erstellung eines Logos) gegen Entgelt (den Laptop) erbringt. Der Umsatz ist jedoch nur dann steuerbar, wenn der Grafikdesigner eine Umsatzsteuer-Identifikationsnummer besitzt und die Leistung im Rahmen seiner gewerblichen Tätigkeit erbringt."
VAT-INTL-015,"Der Umsatz des Fotografen ist als ""sonstige Leistung"" zu qualifizieren, da er nicht in Form von Geld, sondern durch kostenlose Mahlzeiten vergütet wird."
VAT-INTL-016,"Die Leistung des Schneiders ist als Veräußerung eines Wirtschaftsgutes anzusehen, da er einen bereits fertigen Anzug aus seinem Bestand abgegeben hat. 

Da der Anzug aus dem Betriebsvermögen ausscheidet, ist § 12 Abs. 2 EStG anzuwenden, der besagt, dass stille Reserven auf fünf Jahre gleichmäßig verteilt werden müssen. 

Der Schneider muss also die stille Reserve auf fünf Jahre verteilen, beginnend mit dem Veranlagungsjahr, in dem der Vorgang zuzurechnen ist."
VAT-INTL-017,"Ein Tausch liegt vor, da der Tischler das Entgelt für die Lieferung des Tisches (Holz) durch den pauschalen Werklohn ersetzt. Gemäß Absatz 10 ist dies ein Tausch. 

Da der Tischler jedoch kein Unternehmer ist, ist die Lieferung des Tisches als Einfuhr im Einfuhrland (Absatz 9) zu behandeln, wenn der Tischler oder sein Beauftragter Schuldner der bei der Einfuhr zu entrichtenden Umsatzsteuer ist. 

Der Umsatz, der vorliegt, ist die Lieferung des Tisches als Einfuhr im Einfuhrland."
VAT-INTL-018,"Gemäß § 1 Abs. 1 Z 1 lit. a UStG (Umsatzsteuergesetz) ist die Vermittlung von Catering-Leistungen durch den Eventmanager als Nebenleistung zu behandeln. Da die eigentliche Leistung durch einen Drittanbieter erbracht wird, ist die Umsatzsteuer auf die Vermittlungsleistung des Eventmanagers nicht anzuwenden."
VAT-INTL-019,"Gemäß § 6 Abs. 1 Z 1 UStG 1994 (Umsatzsteuergesetz 1994) übergeht die Steuerschuld für die im anderen Mitgliedstaat ausgeführte Lieferung oder sonstige Leistung auf den Leistungsempfänger, wenn der leistende Unternehmer in diesem Mitgliedstaat weder sein Unternehmen betreibt noch eine an der Leistungserbringung beteiligte Betriebsstätte hat.

In diesem Fall ist der beauftragte Dritte der leistende Unternehmer und der Unternehmer, der die Leistung seinem Kunden weiter in Rechnung stellt, der Leistungsempfänger. Da der Dritte weder in Österreich noch in dem anderen Mitgliedstaat eine Betriebsstätte hat, übergeht die Steuerschuld auf den Leistungsempfänger, also den Unternehmer, der die Leistung seinem Kunden weiter in Rechnung stellt."
VAT-INTL-020,Die Leistungen des Reisebüros sind umsatzsteuerlich nach der Margenbesteuerung zu behandeln. Der Unternehmer darf die gesondert in Rechnung gestellten Steuerbeträge für die Reisevorleistungen nicht als Vorsteuer abziehen.
VAT-INTL-021,"Der Ort der Leistung für die Umsatzsteuer ist Österreich, da die Privatperson in Wien lebt und die Leistung (Streaming-Dienst) dort konsumiert wird. Gemäß § 3 Abs. 10 UStG 1994 (Umsatzsteuergesetz 1994) gilt die Leistung als im Inland erbracht, wenn sie an einen Nichtunternehmer im Sinne des § 3 Abs. 5 Z 3 UStG 1994 erbracht wird."
VAT-INTL-022,"Der steuerliche Leistungsort für die Mobilfunkleistungen nach österreichischem Recht liegt in Innsbruck, da der Kunde dort durchgehend ansässig ist und das Handy ausschließlich dort nutzt. Gemäß § 2 Abs. 1 Z 1 lit. a EStG 1988 (Einkommensteuergesetz 1988) ist der steuerliche Leistungsort der Ort, an dem der Leistungsempfänger seinen Wohnsitz oder gewöhnlichen Aufenthalt hat."
VAT-INTL-023,"Nein, das Prinzip des Wohnsitzes des Empfängers gemäß den Regeln für elektronische Dienstleistungen an Nichtunternehmer gilt nicht, da es sich um eine Finanzierung von langfristigen öffentlichen Infrastrukturprojekten innerhalb der Europäischen Union handelt, die nachweislich und ausschließlich für allgemeines öffentliches Interesse verwendet werden."
VAT-INTL-024,"Der steuerliche Leistungsort für diese Mobilfunkrechnungen ist Österreich, da die Privatperson ihren offiziellen Wohnsitz in Österreich hat. Gemäß § 1 Abs. 1 Z 1 EStG (Einkommensteuergesetz) ist der Wohnsitz der Steuerpflichtige der Ort, an dem er seinen gewöhnlichen Aufenthalt hat. Da die Privatperson ihren Wohnsitz in Österreich hat, gilt Österreich als ihr Wohnsitzstaat und somit als steuerlicher Leistungsort."
VAT-INTL-025,"Gemäß § 3 Abs. 2 UStG (Umsatzsteuergesetz) gilt die Leistung als im Inland ausgeführt, wenn der Leistungsempfänger in einem anderen Mitgliedstaat der EU ansässig ist, der Leistungsempfänger jedoch eine juristische Person des öffentlichen Rechts ist oder ein Unternehmer ist, für dessen Unternehmen die Leistung ausgeführt wird."
VAT-INTL-026,"Gemäß § 3 Abs. 1 Z 33 des Umsatzsteuergesetzes ist die Rechtseinräumung steuerfrei. Die Umsatzsteuer ist jedoch nicht Teil der Bemessungsgrundlage. 

Da die Umsatzsteuer nicht Teil der Bemessungsgrundlage ist, ist der Ort der Leistung für die Umsatzsteuer nicht relevant. Die Umsatzsteuer ist also nicht anwendbar."
VAT-INTL-027,"Die Leistung ist nach Paragraph 3 a, Absatz 6, im Inland steuerbar, da sie für ein Verfahren in Wien verwendet wird. Der Leistungsempfänger, die Privatperson mit Wohnsitz in Japan, schuldet die Steuer nach Paragraph 19, Absatz eins, zweiter Satz, nach den Vorschriften des österreichischen Steuerrechts."
VAT-INTL-028,"Gemäß § 112 des Einkommensteuergesetzes 1972 (EStG 1972) gilt als Nichtunternehmer, wer nicht unternehmerisch tätig ist."
VAT-INTL-029,"Hier liegt ein Umsatztyp ""Schenkung"" vor, da das Smartphone als Entgelt für Werbemaßnahmen übergeben wird, ohne dass ein Geldbetrag gezahlt wird."
VAT-INTL-030,"Der Ort der sonstigen Leistung ist der Ort, an dem die Marketingagentur ihren Sitz hat, also Wien."
VAT-INTL-031,"Gemäß § 1 Abs. 3 Ziffer 1 des Bausparkassengesetzes ist die Leistung des IT-Spezialisten nicht steuerpflichtig, da sie im Rahmen der privaten Ahnenforschung des Kunden durchgeführt wird."
VAT-INTL-032,"Nein, das ist keine Katalogleistung. Gemäß Paragraph 6, Absatz 1, Ziffer 1 des Umsatzsteuergesetzes 1994 handelt es sich um eine innergemeinschaftliche Lieferung, da es sich um einen Umsatz an einen ausländischen Abnehmer (Schweizer Touristen) handelt."
VAT-INTL-033,"Gemäß Absatz 9 ist die Lieferung als im Einfuhrland (Australien) ausgeführt zu behandeln, wenn der Lieferer (der Wiener Musiker) Schuldner der bei der Einfuhr zu entrichtenden Umsatzsteuer ist. Der Leistungsort liegt also in Australien."
VAT-INTL-034,"Gemäß § 3 Abs. 1 Z 1 UStG 1994 (Umsatzsteuergesetz 1994) ist der Leistungsort der Ort, an dem der Leistungsempfänger seinen Wohnsitz oder Sitz hat, wenn der Leistungsempfänger auf Grund gesetzlicher oder behördlicher Anordnung verpflichtet ist. 

Da der Privatkunde in der Schweiz seinen Wohnsitz hat, ist der Leistungsort in diesem Fall die Schweiz."
VAT-INTL-035,"Ich kann keine Informationen zu spezifischen Steuerfragen oder -strategien geben. Wenn Sie jedoch allgemeine Informationen zu den Zielen der Anwendung des § 3a Abs. 16 UStG (Umsatzsteuergesetz) suchen, kann ich Ihnen sagen, dass dieser Paragraph wahrscheinlich die Regelung von Umsatzsteuerbefreiungen oder -ermäßigungen betrifft. 

Der Bundesminister für Finanzen verfolgt mit der Anwendung dieses Paragraphen wahrscheinlich das Ziel, die Umsatzsteuer zu vereinfachen, Steuervermeidung zu verhindern und die Steuereinnahmen zu sichern."
VAT-INTL-036,"Nach § 3a Abs. 16 UStG kann der Leistungsort durch eine Verordnung in die Richtungen:

1. von der Lieferung von Gegenständen an eine in einem anderen Mitgliedstaat ansässige Person in die Lieferung von Gegenständen an eine in Österreich ansässige Person
2. von der Dienstleistung an eine in einem anderen Mitgliedstaat ansässige Person in die Dienstleistung an eine in Österreich ansässige Person"
VAT-INTL-037,"Der Vorgang ist umsatzsteuerlich als innergemeinschaftlicher Erwerb des Landwirts zu behandeln. Der Landwirt hat keine Umsatzsteuer zu entrichten, da er die Mahlgebühr nicht als Umsatzsteuerpflichtiger anrechnen muss. Der Müller hat die Mahlgebühr als Umsatzsteuerpflichtiger zu versteuern."
VAT-INTL-038,Gemäß der Sonderregelung für Reisebüros gilt der Steuersatz von 20% (Margenbesteuerung).
VAT-INTL-039,"Die Leistung wird an dem Ort ausgeführt, von dem aus der Unternehmer sein Unternehmen betreibt. Da das französische Unternehmen sein Unternehmen in Frankreich betreibt, gilt Wien als der Ort der Leistung."
VAT-INTL-040,"Die Leistung ist steuerpflichtig in Österreich, da die Wiener Agentur eine Einkunft im Sinne des § 27 Abs. 2 Z 1 lit. a erzielt, nämlich Einkünfte aus der Überlassung von Personalkapital (qualifizierte Pflegekraft)."
VAT-INTL-041,"Der Leistungsort für den Verzicht des österreichischen Softwareentwicklers liegt in Österreich, da es sich um eine ""Verzichtsleistung"" handelt, die nicht direkt mit der Softwareentwicklung zusammenhängt. Der Verzicht ist eine ""Gewährleistungsleistung"" und gemäß § 22 Abs. 1 KStG 1988 ist der Leistungsort in Österreich."
VAT-INTL-042,"Nein, das ist keine sonstige Leistung. Gemäß § 3a Abs. 1a Z 1 ist die Verwendung eines dem Unternehmen zugeordneten Gegenstands durch den Unternehmer für den eigenen Bedarf eine Lieferung. Da Herr Stolz das Bauprojekt für seinen Freund Markus durchführt, handelt es sich um eine Lieferung und nicht um eine sonstige Leistung."
VAT-INTL-043,"Nein, das ist keine sonstige Leistung. Ziffer eins (Z 1) gilt nicht für die Verwendung eines dem Unternehmen zugeordneten Grundstückes."
VAT-INTL-044,"Nein, Herr Müller muss nichts versteuern. Der Firmenwagen ist für die Bäckerei unbeschränkt steuerpflichtig, da sie ein Betrieb gewerblicher Art ist. Die private Nutzung des Wagens ist eine private Tätigkeit, die nicht der Bäckerei zuzurechnen ist."
VAT-INTL-045,"Nein, die Personengemeinschaft muss nichts versteuern. Gemäß § 109a Abs. 1 Z 1 ist die Personengemeinschaft nicht verpflichtet, das Firmenfahrrad mitzuteilen, da es sich um eine Leistung handelt, die für die Personengemeinschaft erbracht wurde, und nicht um eine Leistung, die von einer Personengemeinschaft ohne eigene Rechtspersönlichkeit erbracht wurde."
VAT-INTL-046,"Gemäß § 3 Abs. 1 Z 1 UStG (Umsatzsteuergesetz) gilt die Leistung steuerlich als ausgeführt, wo der Leistungsempfänger seinen Sitz oder seine Niederlassung hat. In diesem Fall gilt die Leistung der IT-Firma aus Salzburg steuerlich als in Salzburg ausgeführt."
VAT-INTL-047,"Gemäß § 3 Abs. 1 Z 1 UStG (Umsatzsteuergesetz) gilt die Leistung steuerlich als ausgeführt am Sitz des Leistungsempfängers, also in Linz."
VAT-INTL-048,"Gemäß § 1 Abs. 1 Z 3 des Einfuhrzollgesetzes gilt die Leistung steuerlich als ausgeführt, wo der Gegenstand verwendet wird. Da Herrn Bauer das Wohnzimmer in Graz ist, gilt die Leistung steuerlich als in Graz ausgeführt."
VAT-INTL-049,"Gemäß § 1 Abs. 1 Z 3 des Einfuhrzölle-Gesetzes gilt die Leistung steuerlich als ausgeführt, wo der Betrieb, der die Leistung erbringt, seinen Sitz hat. 

Da Frau Meier die Renovierung von der Filiale in Graz organisiert, gilt die Leistung steuerlich als ausgeführt in Graz."
VAT-INTL-050,"Eine Vermittlungsleistung an einen Nichtunternehmer wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird."
VAT-INTL-051,"Ja, die Maklerleistung gilt als sonstige Leistung im Zusammenhang mit einem Grundstück. Sie wird dort ausgeführt, wo das Grundstück gelegen ist."
VAT-INTL-052,"Ja, es handelt sich um eine sonstige Leistung im Zusammenhang mit einem Grundstück. 

Gemäß § 3a Abs. 1a Z 1 BAO (Bundesabgabenordnung) wird die Verwendung eines dem Unternehmen zugeordneten Grundstücks durch Dritte gegen Entgelt als sonstige Leistung gleichgestellt.

Der Leistungsort ist der Ort, an dem das Grundstück liegt."
VAT-INTL-053,"Ja, dies ist eine sonstige Leistung im Zusammenhang mit einem Grundstück. Gemäß § 3 Abs. 1 UStG gilt die Leistung als erbracht, wo der Leistungsempfänger seinen Sitz oder eine Betriebsstätte hat."
VAT-INTL-054,"Eine Führung in einem Museum gilt als kulturelle Leistung und somit als sonstige Leistung, wenn sie an einen Nichtunternehmer erbracht wird. Der Verkauf eines Kunstwerks in einer Galerie gilt ebenfalls als sonstige Leistung, da es sich um eine künstlerische Leistung handelt."
VAT-INTL-055,"Die Regel für Lagerungs- oder Umschlagsleistungen, die üblicherweise mit Transport verbunden sind, wenn der Empfänger ein Nichtunternehmer ist, ist nicht explizit in den gegebenen Auszügen enthalten. Allerdings wird in § 3 Abs. 13 und 14 erwähnt, dass sich der Ort der Lieferung bestimmte Leistungen wie Gas, Elektrizität, Wärme oder Kälte bestimmt. 

Da die gegebenen Auszüge keine spezifische Regel für Lagerungs- oder Umschlagsleistungen enthalten, muss man auf andere Gesetze oder Vorschriften zurückgreifen, um eine Antwort zu finden. 

In der Praxis wird oft die Regel ""Ort der Leistung"" angewendet, um den Ort der Lieferung zu bestimmen. Wenn der Empfänger ein Nichtunternehmer ist, wird die Steuer oft vom leistenden Unternehmer geschuldet."
VAT-INTL-056,"Nach § 1 Abs. 1 Z 1 UStG (Umsatzsteuergesetz) zählen Reparaturarbeiten oder Gutachten an beweglichen Gegenständen als sonstige Leistung, wenn sie nicht als Lieferung von Waren angesehen werden. 

Eine Berichtigung der Rechnung ist jedoch erforderlich, wenn das Entgelt für die Leistung gemäß § 13 Abs. 13 UStG gesondert ausgewiesen ist und der Unternehmer diesen Betrag nicht schuldet."
VAT-INTL-057,"Laut § 4 Abs. 3 UStG 1994 (Umsatzsteuergesetz 1994) wird die Umsatzsteuer für die Restaurant- oder Cateringleistung an einen Nichtunternehmer an dem Ort erhoben, an dem der Unternehmer seinen Sitz oder eine Betriebsstätte hat, an der die Leistung erbracht wird."
VAT-INTL-058,"Die Leistung gilt steuerlich als ausgeführt in München, da die Eintrittskarten für eine Messe in München gekauft wurden. Der Unternehmer aus Berlin hat jedoch die Verpflichtung, die auf diese Leistung entfallende Umsatzsteuer im Namen und für Rechnung des leistenden Unternehmers (in diesem Fall der Verkäufer der Eintrittskarten in München) an das für diesen zuständige Finanzamt in München abzuführen."
VAT-INTL-059,"Laut § 1 Abs. 1 Z 1 KStG (Körperschaftsteuergesetz) gilt die Vermietung steuerlich als ausgeführt, wo der Vermieter seinen steuerlichen Sitz hat."
VAT-INTL-060,"Nein, es handelt sich nicht um eine kurzfristige Vermietung, da die Mietdauer 2 Wochen beträgt. Gemäß § 1 Abs. 1 Z 1 UStG 1994 (Umsatzsteuergesetz 1994) gilt eine Vermietung als kurzfristige Vermietung, wenn sie weniger als 30 Tage dauert."
VAT-INTL-061,"Die Vermietung gilt steuerlich als ausgeführt, wo der Vermieter (Frau Becker) seinen Wohnsitz hat."
VAT-INTL-062,"Nein, es handelt sich nicht um eine kurzfristige Vermietung, da die Mietdauer 25 Tage beträgt."
VAT-INTL-063,"Die Leistung ist steuerpflichtig in Österreich, da der Musiker für eine Privatperson in Wien tätig ist. Die Steuerbefreiung nach § 11 Ziffer 11 lit. a gilt nur für Einkünfte aus der Ausübung einer freiberuflichen Tätigkeit im Ausland, wenn die Tätigkeit nicht in einem anderen Mitgliedstaat der EU oder in einem anderen Vertragsstaat des Abkommens über den Europäischen Wirtschaftsraum ausgeübt wird. Da der Musiker für eine Privatperson in Wien tätig ist, handelt es sich nicht um eine Auslandsveranlagung."
VAT-INTL-064,"Gemäß dem zitierten Absatz kann der Bundesminister für Finanzen durch Verordnung festlegen, dass die Steuer vom Leistungsempfänger geschuldet wird, wenn dieser Unternehmer ist. 

Da der Leistungsempfänger in diesem Fall das japanische Unternehmen ist, das Unternehmer ist, und da die Richtlinie 2006/112/EG den Mitgliedstaaten diese Möglichkeit einräumt, ist die Leistung steuerpflichtig in Österreich."
VAT-INTL-065,"Die Leistung ist steuerpflichtig in Österreich, da der Tourist eine Dienstleistung (Unterkunft) in Österreich bezieht."
VAT-INTL-066,"Gemäß dem österreichischen Umsatzsteuergesetz (UStG) ist der Leistungsort bei der Lieferung von Fotografien, die vom Künstler aufgenommen wurden und signiert sowie nummeriert sind, der Ort, an dem der Künstler oder sein Rechtsnachfolger die Lieferung bewirkt. 

Da der Fotograf aus der Schweiz ist, ist der Leistungsort nicht Österreich, sondern der Ort, an dem die Hochzeit stattfand, also Bern in der Schweiz."
VAT-INTL-067,"Gemäß § 3 Abs. 2 UStG (Umsatzsteuergesetz) ist der Leistungsort bei der Vermietung von Fahrzeugen der Ort, an dem sich das Fahrzeug befindet, wenn der Vertragspartner eine juristische Person des öffentlichen Rechts oder ein Unternehmer ist, der die Leistung für sein Unternehmen in Anspruch nimmt. 

Da in diesem Fall die Privatperson in Italien ansässig ist, ist der Leistungsort Italien."
VAT-INTL-068,"Gemäß § 1 Abs. 1 Z 1 UStG (Umsatzsteuergesetz) ist die Leistung steuerpflichtig, wenn der Würstelstand in Österreich ansässig ist und die Lieferung von Frankfurter Würstchen an Touristen aus Frankreich erfolgt."
VAT-INTL-069,"Die Leistung ist in Österreich steuerpflichtig, da der Tourist in Österreich übernachtet."
VAT-INTL-070,"Die Leistung ist steuerpflichtig in Italien, da der Leistungsempfänger (Modeagentur) Unternehmer ist und die Möglichkeit, die Steuer vom Leistungsempfänger zu schulden, den Mitgliedstaaten eingeräumt wird."
VAT-INTL-071,"Die Leistung ist steuerpflichtig in Österreich, da die Ausstellung in Wien stattfindet."
VAT-INTL-072,"Die Leistung ist steuerpflichtig in Frankreich, da die Ausgaben in Frankreich erfolgen. Die Steuerpflicht ist nicht in Österreich, da die Ausgaben unter 2.920 Euro liegen und keine besonderen Ausgaben wie freiwillige Weiterversicherung oder vergleichbare Beiträge vorliegen."
VAT-INTL-073,"Die Leistung ist steuerpflichtig in Österreich, da Christian ein Bed & Breakfast in Österreich führt. Als australischer Staatsbürger ist Christian jedoch nicht automatisch steuerpflichtig in Österreich. Es ist jedoch möglich, dass Christian in Österreich steuerpflichtig ist, wenn er in Österreich eine gewerbliche Tätigkeit ausübt."
VAT-INTL-074,"Gemäß den Richtlinien der EU über das gemeinsame Steuersystem der Mutter- und Tochtergesellschaften verschiedener Mitgliedstaaten (Artikel 2 der Richtlinie 2011/96/EU) ist die Leistung steuerpflichtig in Österreich, da die Gemälde während eines ununterbrochenen Zeitraumes von mindestens einem Jahr in Österreich bestellt und genutzt werden."
VAT-INTL-075,"Gemäß dem zitierten Absatz kann der Bundesminister für Finanzen durch Verordnung festlegen, dass die Steuer vom Leistungsempfänger geschuldet wird, wenn dieser Unternehmer ist. 

Da der Leistungsempfänger (US-Unternehmen) Unternehmer ist, kann der Bundesminister für Finanzen eine entsprechende Verordnung erlassen. 

In diesem Fall ist die Leistung (Werbung auf dem Event in den USA) steuerpflichtig in den USA, da der Leistungsempfänger (US-Unternehmen) Unternehmer ist und die Steuer vom Leistungsempfänger geschuldet wird."
VAT-INTL-076,"Die Leistung ist steuerpflichtig in Griechenland, da der Tourist dort die Dienstleistung (Auto-Miete) in Anspruch nimmt."
VAT-INTL-077,"Die Leistung ist steuerpflichtig in Griechenland, da der Tourist aus Österreich dort wirtschaftliches Eigentum an dem Wasserboot erworben hat. Da der Mietzeitraum 98 Tage beträgt, liegt der ord-Tag nicht vor, und es handelt sich nicht um eine zeitnahe Übertragung."
VAT-INTL-078,"Die Leistung ist steuerpflichtig in Österreich, da der Tourist die Vermietung des Tiny Houses als sonstige Leistung (ausgenommen die Vermietung von Grundstücken) betrachtet wird. Da der leistende Unternehmer (der Bauernhof) im Inland weder sein Unternehmen betreibt noch eine an der Leistung beteiligte Person hat, ist die Steuer vom Empfänger der Leistung (dem Touristen) geschuldet."
VAT-INTL-079,"Gemäß § 4 Abs. 4 EStG (Einkommensteuergesetz) sind Aufwendungen oder Ausgaben, die auch die Lebensführung des Steuerpflichtigen berühren und nach allgemeiner Verkehrsauffassung unangemessen hoch sind, steuerpflichtig. 

Da der Personaltrainer als Selbstständiger handelt, sind die Einnahmen aus dem Verkauf des digitalen Fitnesskurses in Österreich steuerpflichtig, da es sich um eine beruflich veranlaßte Leistung handelt. Die Steuerpflichtigkeit hängt jedoch nicht von der Wohnsitzstaat der Privatperson ab, sondern von der Staatszugehörigkeit des Steuerpflichtigen (des Personaltrainers). 

Daher ist die Leistung steuerpflichtig in Österreich."
VAT-INTL-080,"Gemäß der Richtlinie 2006/112/EG kann der Bundesminister für Finanzen durch Verordnung festlegen, dass die Steuer vom Leistungsempfänger geschuldet wird, wenn dieser Unternehmer ist. 

Da die deutsche GmbH Unternehmer ist, kann der Bundesminister für Finanzen durch Verordnung festlegen, dass die Steuer vom Leistungsempfänger (deutsche GmbH) geschuldet wird. 

Daher ist die Leistung steuerpflichtig in Deutschland."
VAT-INTL-081,"Die Leistung ist steuerpflichtig in Österreich, da die britische Marketingagentur nicht unmittelbar bei einem anderen Steuerpflichtigen zu versteuern ist (§ 4 Abs. 1)."
VAT-INTL-082,"Gemäß dem zitierten Absatz der Verordnung ist die Leistung steuerpflichtig in Österreich, da der Leistungsempfänger (Privatperson) in Österreich ansässig ist und der deutsche Unternehmer Unternehmer ist."
ESTG27-001,"Die Ausschüttung von 10.000 Euro durch die GmbH im Rahmen des Einzelunternehmens ist als Einkünfte aus Gewerbebetrieb zu behandeln und unterliegt der Gewerbesteuer.

Die Ausschüttung von 2.000 Euro durch die Aktien im Privatvermögen ist als Einkünfte aus Kapitalvermögen zu behandeln und unterliegt der Einkommensteuer.

Da Herr Kern zu 60% an der GmbH beteiligt ist, gilt die GmbH als verbundenes Unternehmen. Die Ausschüttung von 10.000 Euro ist daher nicht als Dividende zu behandeln, sondern als Einkünfte aus Gewerbebetrieb."
ESTG27-002,"Nein, der Unterschiedsbetrag von 15.000 Euro ist nicht steuerpflichtig. Gemäß § 2 Z 2 bis 4 EStG besteht ein einheitlicher Höchstbetrag von 2.920 Euro jährlich für Ausgaben, die nicht die Beiträge für eine freiwillige Weiterversicherung einschließlich des Nachkaufs von Versicherungszeiten in der gesetzlichen Pensionsversicherung umfassen. Da die Kapitallebensversicherung nicht als freiwillige Weiterversicherung gilt, ist der Unterschiedsbetrag von 15.000 Euro steuerfrei."
